,Id,Abstract,Category
5260,5260,bepposax observation low mass x ray binary dip source xb total type x ray bursts parts intensity dips observed non bursting non dipping intervals kev bepposax spectrum modelled cutoff power law photon index cutoff energy kev together blackbody kt kev contributing kev flux absorption equivalent x h atom cm required dips repeat period hr span orbital cycle dips maximum reduction kev intensity spectral changes dips complex cannot modelled simple absorber clear presence part non dip spectrum absorbed spectral evolution dipping well modelled progressive covering cutoff power law component must extended plus rapid absorption point source blackbody one bursts double bursts occurred dipping intervals bursts kev peak count rates reduced average occurring outside dips heavily absorbed one explanation lack absorption bursts temporarily ionize absorbing material responsible dips ,astro-ph
5261,5261,perform classic molecular dynamics simulations comparatively investigate mechanical properties single layer mos graphene mos graphene heterostructure uniaxial tension show lattice mismatch mos graphene lead spontaneous strain energy interface young modulus mos enhanced factor five sandwiching two graphene layers stiffness enhanced yield strain mos reduced due lateral buckling outer graphene layers due applied mechanical tension ,cond-mat.mtrl-sci
5262,5262,last decades observational surveys revealed high order multiple star systems e g triples quadruples etc triples particular common galaxy paper consider dynamical significance transformation understanding stellar multiplicity using empirically constrained binary triple fractions star clusters values available literature compare analytic rates encounters involving single binary triple stars results show textit even relatively low triple fractions dynamical interactions involving triples occur roughly often encounters involving either single binary stars alone particularly low mass star clusters generally using empirically derived multiple star catalogues young star forming association taurus auriga galactic field show data consistent gravitationally focused cross section encounters increasing increasing multiplicity consequently triple stars even higher order multiples important previously realized number astrophysical phenomena including formation destruction compact binaries various types stellar exotica dynamical evolution star clusters ,astro-ph.SR
5263,5263,physics outer layers star well understood layers make major contribution large separation quantify using stellar models show contribution ranges outer radius outer therefore argue large separation used constraint surface layer independent model fitting mass luminosity independent outer layers used constraints mass determined binarity surface gravity radius radius used constraint enhanced error estimates briefly consider determination large separation alpha cen find mass derived surface gravity closer binary mass derived large separation ,astro-ph.SR
5264,5264,generation non classical states large quantum systems attracted much interest foundational perspective also significant potential states emerging quantum technologies paper consider possibility generating non classical states system spins interaction ancillary system starting easily prepared initial state extend previous results ancillary system comprising single spin bigger ancillary systems interaction strength enhanced factor number ancillary spins depending initial conditions find combination approximation numerics system spins evolve spin cat states spin squeezed states multiple cat states also discuss candidate systems implementation hamiltonian necessary generate non classical states ,quant-ph
5265,5265,recently conjectured lyapunov exponent chaotic motion particle black hole universally bounded surface gravity black hole hand minimal length appears various theories quantum gravity leads deformed canonical position momentum commutation relation paper use hamilton jacobi method study effects minimal length motion massive particle perturbed away unstable equilibrium near black hole horizon find minimal length effects make particle move faster away equilibrium hence corresponding lyapunov exponent greater usual case absence minimal length therefore shows minimal length effects taken account conjectured universal bound lyapunov exponent violated ,gr-qc
5266,5266,advent cloud quantum computing led rapid development quantum algorithms particular necessary study variational quantum classical hybrid algorithms executable noisy intermediate scale quantum nisq computers evaluations observables appear frequently variational quantum classical hybrid algorithms nisq computers speeding evaluation observables possible realize faster algorithm save resources quantum computers grouping observables separable measurements conventionally used grouping entangled measurements also proposed recently several teams paper show entangled measurements enhance efficiency evaluation observables theoretically experimentally taking account covariance effect may affect quality evaluation observables also propose using part entangled measurements grouping keep depth extra gates constant proposed method expected used conjunction related studies hope entangled measurements become crucial resources joint measurements also quantum information processing ,quant-ph
5267,5267, abridged analyze environments galactic properties morphologies star formation histories sample close kinematic pairs redshift range z identified zcosmos bright k spectroscopic sample galaxies correcting projection effects fraction close kinematic pairs three times higher top density quartile lowest one translates three times higher merger rate merger timescales shown mock catalogues based millennium simulation largely independent environment corrections projection applied examine morphologies stellar populations galaxies pairs comparing control samples carefully matched environment remove much possible well known effects environment properties parent population galaxies environment properly taken account way find early late morphology mix parent population fraction irregular galaxies boosted disproportionate increase number irregular irregular pairs factor times due disturbance disk galaxies future dry mergers involving elliptical galaxies comprise less close kinematic pairs closest pairs boost specific star formation rates star forming galaxies factor also evidence increased incidence post star burst galaxies although significant galaxies involved excess star formation associated pairs represents integrated star formation activity parent sample although pair galaxies dense environments effects interaction appear largest lower density environments ,astro-ph.CO
5268,5268,using lamost spectroscopic data find strong signal comoving group stars constellation draco group observed near apocenter orbit kpc sun metallicity dex system observed streaming population unknown provenance mass e solar masses absolute v band magnitude high metallicity diffuse physical structure eccentric orbit may indicate progenitor satellite globular cluster rather dwarf galaxy open cluster ,astro-ph.GA
5269,5269,odin satellite used detect emission absorption ghz ho line galactic centre towards sgr circumnuclear disk cnd sgr km km molecular clouds strong broad ho emission lines detected three objects narrow ho absorption lines present three positions originate along lines sight kpc spiral arm km spiral arm local sgr spiral arm broad ho absorption lines near km also observed originating expanding molecular ring new molecular feature high positive velocity gas hpvg identified positive velocity range km seen definitely absorption stronger dust continuum emission km km clouds possibly emission towards position sgr cnd ghz h isotope line towards cnd detected k rms level ,astro-ph
5270,5270,structural electronic properties oxidized graphene investigated basis genetic algorithm density functional theory calculations find two new low energy semiconducting phases fully oxidized graphene co one phase parallel epoxy pair chains running along zigzag direction contrast ground state phase slightly lower energy much larger band gap contains epoxy groups three different ways normal epoxy unzipped epoxy epoxy pair partially oxidized graphene phase separation bare graphene fully oxidized graphene predicted ,cond-mat.mtrl-sci
5271,5271,lithium depletion boundary ldb robust method accurately determining ages young clusters pre main sequence models used derive ldb ages include effects magnetic activity stellar properties light present results spectroscopic study low mass members southern open cluster blanco using gemini north telescope program ids gn b q gn b q obtained gmos spectra intermediate resolution cluster candidate members approx mag sample spectra find probable cluster members considering proximity cluster sequence k rm color magnitude diagram agreement cluster systemic radial velocity magnetic activity youth indicator systematically analyze h alpha li features update ldb age blanco myr new ldb age blanco shows remarkable coevality benchmark pleiades open cluster using available empirical activity corrections investigate effects magnetic activity ldb age blanco accounting activity infer corrected ldb age myr work demonstrates importance accounting magnetic activity ldb inferred stellar ages suggesting need investigate previous ldb age determinations ,astro-ph.SR
5272,5272,ultra massive hydrogen rich white dwarfs wds stars expected harbor oxygen neon cores resulting semi degenerate carbon burning progenitor star evolves super asymptotic giant branch sagb phase stars expected crystallized time reach zz ceti domain show crystallization leads phase separation oxygen neon core ultra massive wds impacts markedly pulsational properties thus offering unique opportunity study processes crystallization infer core chemical composition wd stars ,astro-ph.SR
5273,5273,using fact nonintegrable phase factor reformulate gauge theory terms path dependent vector potentials quantization condition nonintegrable phase investigated shown path dependent formalism provide compact description flux quantization charge quantization existence magnetic monopole moreover path dependent formalism gives suggestions searching quantized flux different configurations possible reasons charge quantization example developed formalism employed dimensional world showing relationship fundamental unit charge fine structure constant world ,quant-ph
5274,5274,study current fluctuations interacting three terminal quantum dot ferromagnetic leads appropriately polarized contacts transport dot governed novel dynamical spin blockade e spin dependent bunching tunneling events present paramagnetic case leads instance positive zero frequency cross correlations currents output leads even absence spin accumulation dot include influence spin flip scattering identify favorable conditions experimental observation effect respect polarization contacts tunneling rates ,cond-mat.mes-hall
5275,5275,graph clustering involves task dividing nodes clusters edge density higher within clusters opposed across clusters natural classic popular statistical setting evaluating solutions problem stochastic block model also referred planted partition model paper present new algorithm convexified version maximum likelihood graph clustering show classic stochastic block model setting outperforms existing methods polynomial factors cluster size allowed general scalings fact within logarithmic factors known lower bounds spectral methods evidence suggesting polynomial time algorithm significantly better show guarantee carries general extension stochastic block model method handle settings semi random graphs heterogeneous degree distributions unequal cluster sizes unaffiliated nodes partially observed graphs planted clique coloring etc particular results provide best exact recovery guarantees date planted partition planted k disjoint cliques planted noisy coloring models general cluster sizes settings match best existing results logarithmic factors ,stat.ML
5276,5276,search scalar leptons minimal supersymmetric standard model mssm well future precision analyses particles accurate knowledge production decay properties mandatory evaluate cross sections slepton production e e colliders mssm complex parameters cmssm evaluation based full one loop calculation production mechanisms e e slepton slepton including soft hard photon radiation dependence slepton production cross sections relevant cmssm parameters analyzed numerically find sizable contributions many production cross sections amount roughly tree level results go higher extreme cases also complex phase dependence one loop corrections charged slepton production found non negligible full one loop contributions thus crucial physics analyses future linear e e collider ilc clic ,hep-ph
5277,5277,use dynamical invariants associated hamiltonian atom one dimensional moving trap inverse engineer trap motion perform fast atomic transport without final vibrational heating atom driven non adiabatically shortcut result adiabatic slow trap motion harmonic potentials requires designing appropriate trap trajectories whereas perfect transport anharmonic traps may achieved applying extra field compensate forces rest frame trap results extended atom stopping launching limitations due geometrical constraints energies accelerations involved analyzed well relation previous approaches based classical trajectories fast forward bang bang methods integrated invariant based framework ,quant-ph
5278,5278,hypergraph partitioning lies heart number problems machine learning network sciences many algorithms hypergraph partitioning proposed extend standard approaches graph partitioning case hypergraphs however theoretical aspects methods seldom received attention literature compared extensive studies guarantees graph partitioning instance consistency results spectral graph partitioning stochastic block model well known paper present planted partition model sparse random non uniform hypergraphs generalizes stochastic block model derive error bound spectral hypergraph partitioning algorithm model using matrix concentration inequalities best knowledge first consistency result related partitioning non uniform hypergraphs ,stat.ML
5279,5279,speaker identification powerful non invasive expensive biometric technique recognition accuracy however deteriorates noise levels affect specific band frequency paper present sub band based speaker identification intends improve live testing performance frequency sub band processed classified independently also compare linear non linear merging techniques sub bands recognizer support vector machines gaussian mixture models non linear merging techniques investigated results showed sub band based method used linear merging techniques enormously improved performance speaker identification performance wide band recognizers tested live live testing improvement achieved,cs.LG
5280,5280,paper consider coupled system pdes modelling interaction two dimensional incompressible viscous fluid one dimensional elastic beam located upper part fluid domain boundary design functional framework define weak solutions case contact elastic beam bottom fluid cavity prove solutions exist globally time regardless possible contact approximating beam equation damped beam letting additional viscosity vanish ,math.AP
5281,5281,study cascaded quadratic soliton compressors address physical mechanisms limit compression nonlocal model derived nonlocal response shown additional oscillatory component nonstationary regime group velocity mismatch gvm strong inhibits efficient compression raman like perturbations cascaded nonlinearity competing cubic nonlinearities higher order dispersion soliton energy may also limit compression realistic numerical simulations point factor becomes important find theoretically possible reach single cycle regime compressing high energy fs pulses wavelengths lambda mu rm beta barium borate crystal requires system stationary regime phase mismatch large enough overcome detrimental gvm effects however simulations show reaching single cycle duration ultimately inhibited competing cubic nonlinearities well dispersive waves show taking higher order dispersion account ,physics.optics
5282,5282,consider system two kinetic equations modelling multicellular system first equation governs dynamics cells whereas second kinetic equation governs dynamics chemoattractant system first prove existence global time solution proof existence relies fixed point procedure establishing priori estimates investigate hyperbolic limit rescaling kinetic system leads macroscopic system cattaneo type rigorous derivation established thanks compactness method ,math.AP
5283,5283,present spectroscopic stellar parameters complete target list evolved stars pan pacific planet search five year radial velocity campaign using anglo australian telescope bright giants work represents first determination fundamental parameters results carry typical uncertainties k dex dex rm eff log g consistent literature values available derived stellar masses mean msun tail extending sim msun consistent interpretation targets retired f type stars ,astro-ph.SR
5284,5284,present detailed analysis galaxy colours two galaxy clusters mbox z sim mbox macs j mbox macs j drawn clash vlt survey investigate role pre processing quenching star formation estimate fractions red blue galaxies within main cluster detected substructures study trends colour fractions function projected distance cluster substructure centres results show colours cluster substructure members consistent spatial distributions particular colour fractions galaxies inside substructures follow spatial trends observed main clusters additionally find large cluster centric distances mbox r geq r fraction blue galaxies main clusters substructures always lower average fraction uvj selected star forming galaxies field measured cosmos ultravista data set finally estimate environmental quenching efficiencies clusters substructures find large distances cluster centres quenching efficiency substructures becomes comparable quenching efficiency clusters results suggest pre processing plays significant role formation evolution passive galaxies clusters low redshifts ,astro-ph.GA
5285,5285,look long time behaviour solutions semi classical schr odinger equation torus consider time scales go infinity semi classical parameter goes zero associate time scale set semi classical measures associated possible choices initial data classical invariant torus structure semi classical measures described terms two microlocal measures obeying explicit propagation laws apply construction two directions first analyse regularity semi classical measures emphasize existence threshold time scales threshold set semi classical measures contains measures singular respect lebesgue measure position variable beyond threshold semi classical measures absolutely continuous position variable reflecting dispersive properties equation second techniques two microlocal analysis introduced paper used prove semiclassical observability estimates results apply well general quantum completely integrable systems ,math.AP
5286,5286,interaction transitivity sparsity two common features empirical networks implies local regions large sparse networks dense call blessing transitivity consequences modeling inference extant research suggests statistical inference stochastic blockmodel difficult edges sparse however conclusion confounded fact asymptotic limit previous studies merely sparse also non transitive retain transitivity blocks cannot grow faster expected degree thus sparse models blocks must remain asymptotically small n previous algorithmic research demonstrates small local clusters amenable computation visualization interpretation compared global graph partitions paper provides first statistical results demonstrate small transitive clusters also amenable statistical estimation theorem shows local clustering algorithm high probability detect transitive stochastic block fixed size e g nodes embedded large graph constraint ambient graph large sparse generated random adversary suggesting theoretical explanation robust empirical performance local clustering algorithms ,stat.ML
5287,5287,propose modular framework multi relational learning via tensor decomposition learning setting training data contains multiple types relationships among set objects represent sparse three mode tensor goal predict values missing entries model relationship function linear combination latent factors learn latent representation computing low rank tensor decomposition using quasi newton optimization weighted objective function sparsity observed data captured weighted objective leading improved accuracy training data limited exploiting sparsity also improves efficiency potentially order magnitude unweighted approaches addition framework accommodates arbitrary combinations smooth task specific loss functions making better suited learning different types relations typical cases real valued functions binary relations propose several loss functions derive associated parameter gradients evaluate method synthetic real data showing significant improvements accuracy scalability related factorization techniques ,cs.LG
5288,5288,outflows believed ubiquitous fundamentally important active galaxies despite importance key physical properties outflows remain poorly unconstrained severely limits study acceleration process especially difficult constrain column density since lines saturated however column densities measured using ions expected relatively rare gas since least likely saturated phosphorus specifically pv doublet generally regarded useful probe high column densities low abundance found metastable neutral helium triplet equally valuable probe high column densities balqsos significant advantage observed infrared hei optical hei bands ground low redshift z objects report discovery first hei balqso fbqs j discuss constraints column density obtained optical ir hei lines addition new observation revealing mgii feii absorption provides constraints cloudy modeling hei mgii feii suggests difference lobals felobals column density along line sight ,astro-ph.CO
5289,5289,tetradymite structured chalcogenides bismuth telluride bi te significant interest thermoelectric energy conversion topological insulators dislocations play critical role synthesis processing materials strongly affect functional properties dislocations quintuple layers present special interest since core structure controlled van der waals interactions layers work using atomic resolution electron microscopy resolve basal dislocation core structure bi te quantifying disregistry atomic planes across core show despite existence stable stacking fault basal plane gamma surface dislocation core spreading mainly due weak bonding layers leads small energy penalty layer sliding parallel van der waals gap calculations within semidiscrete variational peierls nabarro model informed first principles calculations support experimental findings ,cond-mat.mtrl-sci
5290,5290,report successful simultaneous observation modelling millimeter mm near infrared nir flare emission sgr counterpart associated supermassive black hole galactic centre gc present mm sub mm light curve sgr one highest quality continuous time coverages study model physical processes giving rise variable emission sgr ,astro-ph.GA
5291,5291,brightest cluster galaxies bcgs might assembled relatively late z via mergers exploiting high resolution hst acs imaging find four bcgs cosmos p major dry merging x ray clusters le z le cosmological evolutionary survey cosmos bcgs show prominent quiescent double nuclei magnitude difference delta projected separation r p kpc clear signatures interaction extended plumes significant asymmetries also observed residual images infer major merger rate pm merger per gyr z sim assuming merger time scale estimate kitzbichler white inferred rate significantly higher rate local universe pm z sim presented liu et al estimate present day bcgs increase luminosity mass sim pm per cent f mass via major dry mergers since z f mass mean mass fraction companion galaxies accreted onto central ones although statistical uncertainty due small sample size relatively large finding consistent recent observational theoretical results furthermore conjunction previous findings liu et al discovery intermediate redshift merging bcgs clear evidence ongoing assembly bcgs via major dry mergers last sim gyr ,astro-ph.GA
5292,5292,take dissipation account derivation casimir energy formula two objects placed surrounding medium dissipation channels considered explicitly order take advantage unitarity full scattering processes demonstrate casimir energy given scattering formula expressed terms scattering amplitudes coupling internal channels taking dissipation account implicit way prove formula also valid surrounding medium dissipative ,quant-ph
5293,5293,thomassen asked whether integer valued function f k every f k connected graph admits spanning bipartite k connected subgraph paper take first humble approach showing conjecture true log n factor ,math.CO
5294,5294,present preliminary results quasar survey large sky area multi object fiber spectroscopic telescope lamost first data release dr includes pilot survey first year regular survey quasars identified reliability among new quasars discovered survey quasars low median redshifts highest z compile emission line measurements around h alpha h beta mg ii c iv regions new quasars continuum luminosities inferred sdss photo metric data model fitting spectra dr non flux calibrated also compile virial black hole mass estimates flags indicating selec tion methods broad absorption line quasars catalog spectra quasars available online quasars selected optical infrared colours independently indicating method quite promising completeness quasar survey lamost dr going quasar survey provide valuable data studies quasars ,astro-ph.GA
5295,5295,present day galaxies stellar masses geq solar masses show ongoing star formation dense spheroids ten billion years ago similarly massive galaxies typically forming stars rates hundreds solar masses per year debated star formation ceased timescales quenching relates emergence dense spheroids measured stellar mass star formation rate surface density distributions star forming galaxies redshift sim kiloparsec resolution find massive galaxies star formation quenched inside timescales less billion years inner regions billion years outer disks galaxies sustain high star formation activity large radii hosting fully grown already quenched bulges cores ,astro-ph.GA
5296,5296,recently chip single mode laser emission attracted considerable research attention due wide applications single mode lasers coupled microdisks microrings qualitatively explained either vernier effect inversed vernier effect none experimentally confirmed studied mechanism single mode operation coupled microdisks found mode numbers significantly reduced nearly single mode within large pumping power range threshold gain saturation detail laser spectra showed largest gain first lasing peak mainly generated one disk laser intensity proportional frequency detuning corresponding theoretical analysis showed experimental observations dominated internal coupling within one cavity similar recently explored inversed vernier effect two coupled microrings believe finding important understanding previous experimental findings development chip single mode laser ,physics.optics
5297,5297,article present theoretical study fraunhofer diffraction laguerre gaussian laser beam zeroth radial mode number azimuthal mode number l diffractive grating embedded fork shaped dislocations integer order p analytical expressions describing diffracted wave field amplitude intensity distributions fourier plane deduced analyzed also followed vortex radii expressions ,physics.optics
5298,5298,f subgiant procyon alpha cmi hr observed coralie fiber fed echelle spectrograph swiss telescope la silla february resulting high accuracy radial velocities exhibit mean noise level amplitude spectrum high frequency measurements show significant excess power spectrum mhz peak amplitude average large spacing uhz determined twenty three individual frequencies identified ,astro-ph
5299,5299,three edges e e e graph g consecutive form path order cycle length three injective edge coloring graph g v e coloring c edges g e e e consecutive edges g c e neq c e injective edge coloring number chi g minimum number colors permitted coloring paper exact values chi g several classes graphs obtained upper lower bounds chi g introduced proven checking whether chi g k np complete ,math.CO
5300,5300,absence gravitational radiation kinnersley photon rocket solution einstein equations clarified studying mathematically well defined problem point like photon rockets minkowski space e massive particles emitting null fluid anisotro pically accelerating recoil explicitly compute uniquely defined linearized retarded gravitational waves emitted objects coherent superposition gravitational waves generated motion massive point like rocket generated energy momentum distribution photon fluid special case corresponding kinnersley solution anisotropy photon emission purely dipolar find gravitational wave amplitude generated energy momentum photons exactly cancels usual r gravitational wave amplitude generated accelerated motion rocket general photon anisotropies however generate genuine gravitational radiation infinity explicit calculations show compatibility non radiative character kinnersley solution currently used gravitational wave generation formalisms based post minkowskian perturbation theory ,gr-qc
5301,5301,give precise mathematical formulation variational model irreversible quasi static evolution brittle fractures proposed g francfort j j marigo based griffith theory crack growth two dimensional case prove existence result quasi static evolution show total energy absolutely continuous function time although exclude bulk energy surface energy may present jump discontinuities existence result proved time discretization process step global energy minimization performed constraint new crack contains cracks formed previous time steps procedure provides effective way approximate continuous time evolution ,math.AP
5302,5302, abridged variability key property stars asymptotic giant branch agb pulsation period related luminosity mass loss rate star long period variables lpvs mira variables prominent types variability evolved stars reddest obscured agb stars faint optical eluded large variability surveys selection criteria derived based colour colour colour magnitude diagrams combination vista magellanic cloud vmc survey spitzer irac allwise data eliminating lpvs known periods shorter days sample candidate obscured agb stars selected k band lcs constructed combining epoch photometry available vmc survey literature data analysed variability fitted single period sine curve derive mean magnitudes amplitudes periods subset stars either new variables known variables period find better determined literature value longer days spectral energy distributions seds stars fitted large number templates purpose seds spitzer irs spectra non agb stars also fitted templates likely contaminants sample sample likely lpvs found thirty four stars periods longer days although alternative shorter periods mass loss rates luminosities estimated template fitting period luminosity relations presented c rich miras appear extensions relations derived literature shorter periods fit c stars particularly well defined objects reads mbol pm log p pm mag rms mag ,astro-ph.SR
5303,5303,pythia monte carlo pmc applied broadly simulations high energy p p p bar p collisions pmc based several assumptions hadrons result jet production multiple parton interactions mpis p p centrality relevant color reconnection cr strongly influences fragmentation jets alternative description provided two component soft hard model tcm hadron production tcm analysis p pb ensemble mean p data reveals centrality trends quite different estimated via geometric glauber model based eikonal approximation glauber estimates binary collision number three times tcm estimates detailed study p pb data conflicts basic glauber assumption projectile proton may interact simultaneously multiple target nucleons instead p p p collisions p n collision initiated exclusive possible interactions collision within collision pair participant partons may interact p n collision thus nothing presentation pmc challenged assortment contradictory data evidence p n exclusivity reviewed make case preoccupied proton title ,hep-ph
5304,5304,short review calculation next next leading order qcd corrections inclusive radiative decay b x gamma described summarize salient features calculational framework adopted discuss results obtained last years indicate technical tools made nnlo calculations possible conclude comparing current nnlo theoretical estimate branching ratio experimental measurement briefly discussing size origin residual theoretical uncertainty ,hep-ph
5305,5305,galactic scale outflows regulate stellar mass growth chemical enrichment galaxies yet key outflow properties chemical composition mass loss rate remain largely unknown address properties keck esi echellete spectra nine gravitationally lensed z star forming galaxies probing range absorption transitions interstellar absorption sample dominated outflowing material typical velocities km approximately total column density associated net outflow mass loss rates low ionization phase comparable excess star formation rate total outflow rates likely higher accounting ionized gas order half heavy element yield star formation ejected low ionization phase confirming outflows play critical role regulating galaxy chemical evolution covering fractions vary general non uniform galaxies incomplete covering low ions across velocities low ion abundance patterns show remarkably little scatter revealing distinct chemical fingerprint outflows gas phase si fe abundances significantly super solar gtrsim indicating combination alpha enhancement dust depletion derived properties comparable kinematically broad metal rich depleted intergalactic absorption systems similar redshifts suggesting extreme systems associated galactic outflows impact parameters conservatively within tens kpc discuss implications abundance patterns z galaxies role outflows epoch ,astro-ph.GA
5306,5306,develop effective spin theory describe magnetic properties nu quantum hall bilayer systems absence disorder theory gives quantitative agreement results microscopic hartree fock calculations finite disorder predicts existence novel spin bose glass phase bose glass characterized presence domains canted antiferromagnetic phase zero average antiferromagnetic order short range mean antiferromagnetic correlations infinite antiferromagnetic transverse susceptibility finite longitudinal spin susceptibility specific heat linear temperature transition canted antiferromagnet phase spin bose glass phase characterized universal value longitudinal spin conductance ,cond-mat.mes-hall
5307,5307,bayesian networks bns graphical models useful representing high dimensional probability distributions great deal interest recent years np hard problem learning structure bn observed data typically one assigns score various structures search becomes optimization problem approached either deterministic stochastic methods paper walk space graphs modeling appearance disappearance edges birth death process compare novel approach popular metropolis hastings search strategy give empirical evidence birth death process superior mixing properties ,stat.ML
5308,5308,numerical investigations important research tool quantum information theory already exists wide range computational tools quantum information theory implemented various programming languages however little effort implementing kind tools julia language julia modern programming language designed numerical computation excellent support vector matrix algebra extended type system allows implementation elegant application interfaces support parallel distributed computing quantuminformation jl new quantum information theory library implemented julia provides functions creating analyzing quantum states creating quantum operations various representations additional feature library collection functions sampling random quantum states operations unitary operations generic quantum channels ,quant-ph
